candidate_id,mp_name,constituency,party,owner,raw_name_as_scraped,parsed_qty,parsed_declared_value
7088,BACHHAV SHOBHA DINESH,DHULE  (MAHARASHTRA),,self,NDCC Bank,,10000
7088,BACHHAV SHOBHA DINESH,DHULE  (MAHARASHTRA),,spouse,NDCC Bank,,10000
259,SARBANANDA SONOWAL,DIBRUGARH  (ASSAM),,self,10249 share of Oil India,,5974142
7089,BHASKAR MURLIDHAR BHAGARE,DINDORI (ST)  (MAHARASHTRA),,self,Loknete Sharad Chandra Pawar Gramin Non Agriculture Sahakari Patsanstha Khedgaon Dindori Shares Certificate No 2753 3 Shares,,300
7089,BHASKAR MURLIDHAR BHAGARE,DINDORI (ST)  (MAHARASHTRA),,self,Kadva Sahakari Sugar Factory Materewadi Dindori 0165 1 Shares,,15000
7089,BHASKAR MURLIDHAR BHAGARE,DINDORI (ST)  (MAHARASHTRA),,self,Nashik District Madhyawarti Sahakari No 3787xxxxx To 37877958 10 Shares,,10000
7089,BHASKAR MURLIDHAR BHAGARE,DINDORI (ST)  (MAHARASHTRA),,self,Nifad Taluka Madhyamik Shikshak Pat Sanstha Nifad,56,119000
7089,BHASKAR MURLIDHAR BHAGARE,DINDORI (ST)  (MAHARASHTRA),,self,Nashik District Secondary Teacher And Non Teaching Employee Co Op Society Ltd Nifad,9429,180080
7089,BHASKAR MURLIDHAR BHAGARE,DINDORI (ST)  (MAHARASHTRA),,self,Gondegaon Mukhed Karyakari Society Nifad,233,20000
7089,BHASKAR MURLIDHAR BHAGARE,DINDORI (ST)  (MAHARASHTRA),,spouse,Loknete Sharad Chandra Pawar Gramin Non Agriculture Sahakari Patsanstha Khedgaon Dindori Shares Certificate No 2754 3 Shares,,300
7089,BHASKAR MURLIDHAR BHAGARE,DINDORI (ST)  (MAHARASHTRA),,spouse,Nashik District Madhyawarti Pat Sanstha,1799,112340
8151,JAGDAMBIKA PAL,DOMARIYAGANJ  (UTTAR PRADESH),,self,Vijaya Bank 100 share,,2400
8151,JAGDAMBIKA PAL,DOMARIYAGANJ  (UTTAR PRADESH),,self,BMCD LRD Share,,4710
8151,JAGDAMBIKA PAL,DOMARIYAGANJ  (UTTAR PRADESH),,self,Indian Overseas Bank 200 shares,,4800
8151,JAGDAMBIKA PAL,DOMARIYAGANJ  (UTTAR PRADESH),,self,The Bhagwati Group Share,,5000
8151,JAGDAMBIKA PAL,DOMARIYAGANJ  (UTTAR PRADESH),,self,SBI MF,,8116033
8151,JAGDAMBIKA PAL,DOMARIYAGANJ  (UTTAR PRADESH),,spouse,Investment With Anand Rathi,,900000
8151,JAGDAMBIKA PAL,DOMARIYAGANJ  (UTTAR PRADESH),,spouse,Investment in Snehlagta Filling Station,,20200471
8151,JAGDAMBIKA PAL,DOMARIYAGANJ  (UTTAR PRADESH),,spouse,Investment with Prisha Infra Build Pvt Ltd,,5610000
8151,JAGDAMBIKA PAL,DOMARIYAGANJ  (UTTAR PRADESH),,spouse,SBI MF,,4000000
8964,SOUGATA RAY,DUM DUM  (WEST BENGAL),,self,"SBI Lake Gardens Branch, SBI Mutual Fund, Folio No 2041xxxxx",,500000
8964,SOUGATA RAY,DUM DUM  (WEST BENGAL),,self,"SBI, Lake Gardens, No 4225952xxxxx",,116392
8964,SOUGATA RAY,DUM DUM  (WEST BENGAL),,self,"Amazing Varitea, SBI Lake Gardens, CC A/c",,79943
8964,SOUGATA RAY,DUM DUM  (WEST BENGAL),,spouse,"SBI, Lake Gardens Branch, Kolkata, No 4205081xxxxx, Rs. -332783",,0
3442,VIJAY BAGHEL,DURG  (CHHATTISGARH),,self,SBI Mutual Fund SIP,,540000
3442,VIJAY BAGHEL,DURG  (CHHATTISGARH),,spouse,SBI Mutual Fund SIP,,139000
7899,HARSH MALHOTRA,EAST DELHI  (DELHI (NCT)),,self,Investment in Equity Share M/S Deep Colour Scan Pvt Ltd,,725000
7899,HARSH MALHOTRA,EAST DELHI  (DELHI (NCT)),,self,Investment in Equity Share M/S Deep Health Care Services Pvt Ltd,,100000
7899,HARSH MALHOTRA,EAST DELHI  (DELHI (NCT)),,self,Investment in Deep Enterprises,,3584595
7899,HARSH MALHOTRA,EAST DELHI  (DELHI (NCT)),,self,Recoverable from M/S Deep Colour Scan Pvt Ltd,,277473
7899,HARSH MALHOTRA,EAST DELHI  (DELHI (NCT)),,self,Mutual Fund,,496398
7899,HARSH MALHOTRA,EAST DELHI  (DELHI (NCT)),,spouse,Investment in Equity Share M/S Deep Colour Scan Pvt Ltd,,500000
5105,PUTTA MAHESH KUMAR,ELURU  (ANDHRA PRADESH),,self,Investment In Soverign Gold Bond,,955400
5105,PUTTA MAHESH KUMAR,ELURU  (ANDHRA PRADESH),,self,Investment In Market Share,,454785100
5079,JITENDRA KUMAR DOHARE,ETAWAH (SC)  (UTTAR PRADESH),,self,Farm J.K Tredars 101 Frendas Colony Itawah Jitendra Kumar Indian Bank Branch Frendas Branch Itawah No 624466xxxxx,,1307640
5079,JITENDRA KUMAR DOHARE,ETAWAH (SC)  (UTTAR PRADESH),,dep1,Farm A.P.P Construction Ujhyani Bhrthna Itawah Anurag Singh No 713862xxxxx,,432115
5214,MUKESH RAJPUT,FARRUKHABAD  (UTTAR PRADESH),,self,Mutual Fund,,140000
317,DR. KIRSAN NAMDEO,GADCHIROLI - CHIMUR (ST)  (MAHARASHTRA),,spouse,UTI Mutual Fund Units,,10000
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,"3I Infotech Ltd Q. 200, Rate.40.05",,8010
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,"ABB India Ltd Q. 1095, Rate.",6561.05,7184349
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,ACC Ltd. Q. 700 Rate.,2442.45,1709715
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Aditya Birla Capital Limited Q. 3829 Rate.,205.55,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Aditya Birla Fashion And Retail Limited Q. 7808 Rate.,229.95,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Ahluwalia Contracts (India) Limited Q. 1100 Rate.,1071.40,1178540
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Alembic Limited Q. 3000 Rate.,91.65,274950
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Alembic Pharmaceuticals Limited Q. 1500 Rate.,968.55,1452825
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Allied Computers International (Asia) Ltd Q. 20000 Rate.,0.49,9800
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Anant Raj Limited Q. 10000 Rate.,332.50,3325000
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Anil Bioplus Limited Q. 12 Rate.,10.00,120
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Anil Limited Q. 240 Rate.,28.90,6936
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Arvind Fashions Limited (Formerly Arvind J&M Limited) Q. 797 Rate.,446.80,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Arvind Limited Q. 1750 Rate.,313.55,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Arvind Remedies Limited Q. 1000 Rate.,4.70,4700
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Arvind Smartspaces Limited Q. 175 Rate.,657.10,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Athena Financial Services Limited Q. 2000 Rate.,4.72,9440
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Bajaj Electricals Limited Q. 1524 Rate.,943.15,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Bajel Projects Limited Q. 1524 Rate.,211.50,322326
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Bankofbaroda Q. 330 Rate.,261.40,86262
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Berger Paints India Limited Q. 6531 Rate.,545.95,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Bharat Agri Fert & Realty Limited Q. 500 Rate.,107.95,53975
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Bharat Forge Limited Q. 2250 Rate.,1170.30,2633175
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Bharat Petroleum Corporation Limited Q. 1596 Rate.,589.55,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Bharti Airtel Limited Q. 1 Rate.,832.85,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Bharti Airtel Limited Q. 8 Rate.,1224.55,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Bihar Sponge Iron Limited Q. 900 Rate.,15.93,14337
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Canara Bank Q. 1222 Rate.,593.10,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Castrol India Limited Q. 4024 Rate.,210.80,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Cella Space Limited Q. 3000 Rate.,9.24,27720
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Central Bank Of India Q. 1500 Rate.,61.30,91950
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Centron Industrial Alliance Limited Q. 1250 Rate.,1.00,1250
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Century Enka Limited Q. 210 Rate.,431.95,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Century Textiles And Industries Limited Q. 1800 Rate.,1746.50,3143700
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Colgate-Palmolive (India) Limited Q. 4000 Rate.,2673.30,10693200
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Ctil Limited Q. 100 Rate.,0.63,63
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Cummins India Limited Q. 1400 Rate.,3042.60,4259640
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,D C M Limited Q. 10265 Rate.,76.10,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Dcm Nouvelle Limited Q. 10265 Rate.,193.00,1981145
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Dhanlaxmi Bank Limited Q. 2650 Rate.,44.35,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Dhanus Technologies Limited Q. 5100 Rate.,10.00,51000
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Dish Tv India Limited Q. 2500 Rate.,17.75,44375
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,E. Star Infotech Ltd Q. 5000 Rate.,0.29,1450
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Eih Associated Hotels Limited Q. 3111 Rate.,744.70,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Eih Limited Q. 1952 Rate.,462.05,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Electrosteel Castings Limited Q. 3000 Rate.,193.70,581100
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Elgi Rubber Company Ltd. Q.3500 Rate.,49.90,174650
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Empire Industries Limited Q.300 Rate.1009.60,,302880
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,"Perimenta Biotech Limited Q.384, Rate.169.30",,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Finolex Cables Limited Q. 2000 Rate.,985.55,1971100
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Fore C Software Limited Q. 100 Rate.,12.56,1256
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Gail (India) Limited Q. 8548 Rate.,203.70,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Gammon India Limited Q. 555 Rate.,1.65,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Garware Hi-Tech Films Limited Q. 40 Rate.,1719.95,68798
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Glaxosmithkline Pharmaceuticals Limited Q. 196 Rate.,1902.20,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Graphite India Limited Q. 73 Rate.,648.55,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Grasim Industries Ltd Q. 109 Rate.,989.35,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Grindwell Norton Limited Q. 2000 Rate.,2137.15,4274300
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Gtl Infrastructure Limited Q. 1000 Rate.,1.70,1700
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Gujarat Narmada Valley Fertilizers & Chemicals Limited Q. 1050 Rate.,683.50,717675
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Gujarat Telephone Cables Limited Q. 50 Rate.,10.00,500
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Gvk Power & Infrastructure Limited Q. 30000 Rate.,10.40,312000
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Hcl Infosystems Limited Q. 2500 Rate.,18.85,47125
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Hemisphere Properties India Limited Q. 1000 Rate.,199.70,199700
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Heubach Colorants India Limited Q. 270 Rate.,469.30,126711
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Hindalco Industries Limited Q. 10 Rate.,612.70,6127
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Hindustan Unilever Limited Q. 6176 Rate.,2194.05,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Hitachi Energy India Limited Q. 219 Rate.,7198.95,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Ifci Limited Q. 5000 Rate.,42.00,210000
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,India Carbon Limited Q. 72 Rate.,11.50,828
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Indiabulls Enterprises Limited Q. 62 Rate.,11.15,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Indiabulls Real Estate Limited Q. 500 Rate.,131.40,65700
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Indian Oil Corporation Limited Q. 1500 Rate.,166.40,249600
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Indian Overseas Bank Q. 1000 Rate.,61.75,61750
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Informed Technologies India Limited Q. 60 Rate.,64.90,3894
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Infosys Limited Q. 2970 Rate.,1468.15,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Itc Limited Q. 15000 Rate.,425.90,6388500
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Jayabharat Credit Limited Q. 45 Rate.,8.41,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Jolly Board Limited Q. 45 Rate.,100.00,4500
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Jolly Plastic Industries Limited Q. 100 Rate.,122.00,12200
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Kansai Nerolac Paints Limited Q. 15000 Rate.,273.15,4097250
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Kec International Limited Q. 765 Rate.,704.10,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Kirloskar Brothers Limited Q. 382 Rate.,1179.45,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Kirloskar Electric Company Limited Q. 125 Rate.,112.00,14000
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Kirloskar Ferrous Industries Ltd Q. 1500 Rate.,610.90,916350
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Larsen And Toubro Limited Q. 650 Rate.,3600.80,2340520
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Liberty Shoes Limited Q. 1000 Rate.,310.50,310500
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,M.H. Packaging (India) Limited Q. 8 Rate.,10.00,80
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Maars Software International Limited Q. 2000 Rate.,0.26,520
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Max Estates Limited Q. 100 Rate.,299.40,29940
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Max Financial Services Limited Q. 500 Rate.,1023.05,511525
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Max Healthcare Institute Limited Q. 495 Rate.,833.35,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Max India Limited Q. 100 Rate.,222.85,22285
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Mcleod Russel India Limited Q. 162 Rate.,26.81,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Mh Infraprojects Limited Q. 17 Rate.,4.04,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Movilex Irrigation Limited Q. 63550 Rate.,1.50,95325
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Mphasis Limited Q. 600 Rate.,2394.30,1436580
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,MRF Limited Q. 100 Rate.,129443.80,12944380
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Nagarjuna Fertilizers and Chemical Limited Q. 4400 Rate.,10.05,44220
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Nagarzuna Oil Refinery Limited Q.4060 Rate.1,,4060
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Nagpur Power & Industries Limited Q. 500 Rate.135.59,,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Navin Fluorine International Ltd Q. 70 Rate.,3244.75,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Nesco Limited Q. 4000 Rate.,811.05,3244200
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Nestle India Limited Q. 1500 Rate.,2553.65,3830475
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Nmdc Steel Limited Q. 10450 Rate.,62.30,651035
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Oil And Natural Gas Corporation Limited Q. 4607 Rate.,279.85,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Orient Ceratech Limited Q. 4000 Rate.,50.25,201000
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Oriental Aromatics Limited Q. 60 Rate.,326.20,19572
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Oswalgreentech Limited Q. 4000 Rate.,34.15,136600
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Parsvnath Developers Limited Q. 2000 Rate.,13.45,26900
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Pasari Spinning Mills Limited Q. 5000 Rate.,7.88,39400
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Paushak Limited Q. 4 Rate.,5135.45,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Pentamedia Graphics Ltd. Q. 1650 Rate.,1.00,1650
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Permanent Magnets Limited Q. 10 Rate.,1216.60,12166
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Petronet Lng Limited Q. 400 Rate.,305.00,122000
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Pfizer Limited Q. 70 Rate.,4107.85,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Polson Limited Q. 8 Rate.,13466.65,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Premier Limited Q. 100 Rate.,3.55,355
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Primo Chemicals Limited Q. 10000 Rate.,41.10,411000
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Prithvi Information Solutions Ltd Q. 1000 Rate.,10.00,10000
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Procter & Gamble Hygiene And Health Care Limited Q. 600 Rate.,15882.05,9529230
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Raj Rayon Industries Limited Q. 500 Rate.,22.75,11375
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Rallis India Limited Q. 150 Rate.,272.95,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Rattanindia Enterprises Limited Q. 1475 Rate.,69.70,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Rattanindia Power Limited Q. 10000 Rate.,8.55,85500
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Rec Limited Q. 4000 Rate.,429.10,1716400
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Reliance Capital Limited Q. 86 Rate.,12.35,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Reliance Communications Limited Q. 2018 Rate.,165,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Reliance Home Finance Limited Q. 86 Rate.,3.19,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Reliance Infrastructure Limited Q. 590 Rate.,199.95,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Reliance Power Limited Q. 3054 Rate.,26.05,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Rhi Magnesita India Limited Q. 4000 Rate.,626.30,2505200
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Rswm Limited Q. 80 Rate.,187.60,15008
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Sayaji Industries Limited Q. 80 Rate.,185.50,14840
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Shah Alloys Limited Q. 5000 Rate.,59.40,297000
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Shree Digvijay Cement Co Limited Q. 3081 Rate.,111.85,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Sicagen India Limited Q. 600 Rate.,63.57,38142
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Signify Innovations India Limited Q. 79 Rate.,10.00,790
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Signpost India Limited Q. 100 Rate.,322.40,32240
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Siv Industries Limited Q. 340 Rate.,10.00,3400
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Soma Papers And Industries Limited Q. 44 Rate.,79.77,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Speciality Papers Limited Q. 2000 Rate.,0.38,760
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Stanrose Mafatlal Investments And Finance Limited Q. 140 Rate.,80.95,11333
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Supreme Petrochem Limited Q. 5000 Rate.,638.75,3193750
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Suzlon Energy Limited Q. 10000 Rate.,40.75,407500
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Tarc Limited Q. 10000 Rate.,156.10,1561000
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Tata Chemicals Limited Q. 1080 Rate.,1102.15,1190322
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Tata Consumer Products Limited Q. 1231 Rate.,1130.65,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Tata Motors Limited Q. 4* 200 Rate.,998.80,199760
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Tata Teleservices(Maharashtra Ltd) Q. 17000 Rate.,76.25,1296250
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Tele Data Info Q. 10000 Rate.,0.47,4700
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Teledata Marine Solutions Ltd. Q. 5000 Rate.,0.29,1450
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Teledata Technology Solutions Ltd. Q. 5000 Rate.,0.12,600
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Tera Software Limited Q. 1000 Rate.,50.91,50910
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Thacker And Company Limited Q. 1514 Rate.,660.00,999240
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,The Anup Engineering Limited Q. 120 Rate.,3344.45,401334
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,The Bombay Burmah Trading Corporation Limited Q. 2500 Rate.,1550.90,3877250
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,The Bombay Dyeing And Manufacturing Company Limited Q. 2500 Rate.,166.25,415625
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Fhe Ramco Cements Limited Q. 4000 Rate.,809.20,3236800
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,The South Indian Bank Limited Q. 10000 Rate.,27.75,277500
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,The Tata Power Company Limited Q. 1140 Rate.,431.60,492024
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Ub Engineering Limited Q. 25 Rate.,10.00,250
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Uco Bank Q. 5000 Rate.,53.15,265750
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,United Breweries (Holdings) Limited Q. 2000 Rate.,10.00,20000
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Uti-Mastershare Q. 2640 Rate.,51.27,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,V 1 P Industries Limited Q. 10005 Rate.,521.70,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Vedanta Limited Q. 6000 Rate.,370.55,2223300
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Venlon Enterprises Limited Q. 360 Rate.,5.95,2142
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Vision Organics Limited Q. 10000 Rate.,1.15,11500
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Visu International Limited Q. 8000 Rate.,0.05,400
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Vodafone Idea Limited Q. 5000 Rate.,13.15,65750
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Voltas Limited Q. 1000 Rate.,1283.90,1283900
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Walchandnagar Industries Limited Q. 3440 Rate.,210.30,723432
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Welspun Corp Limited Q. 3000 Rate.,558.55,1675650
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Welspun Enterprises Limited Q. 1800 Rate.,317.80,572040
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,West Coast Paper Mills Limited Q. 2500 Rate.,601.05,1502625
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Western India Shipyard Limited Q. 10000 Rate.,0.88,8800
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Wipro Limited Q. 291 Rate.,459.35,
4427,AMIT SHAH,GANDHINAGAR  (GUJARAT),,self,Worldwide Aluminium Limited Q. 2000 Rate.,14.12,28240
